% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
6.071	1	1	608	2	1	28	2196	0	0
6.081	1	1	609	2	1	28	2196	0	0
6.091	1	1	610	2	1	28	2196	0	0
6.101	1	1	611	2	1	28	2196	0	0
6.111	1	1	612	2	1	28	2196	0	0
6.121	1	1	613	2	1	28	2196	0	0
6.131	1	1	614	2	1	28	2196	0	0
6.141	1	1	615	2	1	28	2196	0	0
6.151	1	1	616	2	1	28	2196	0	0
6.161	1	1	617	2	1	28	2196	0	0
6.171	1	1	618	2	1	28	2196	0	0
6.181	1	1	619	2	1	28	2196	0	0
6.191	1	1	620	2	1	28	2196	0	0
6.201	1	1	621	2	1	28	2196	0	0
6.211	1	1	622	2	1	28	2196	0	0
6.221	1	1	623	2	1	28	2196	0	0
6.231	1	1	624	2	1	28	2196	0	0
6.241	1	1	625	2	1	28	2196	0	0
6.251	1	1	626	2	1	28	2196	0	0
6.261	1	1	627	2	1	28	2196	0	0
6.271	1	1	628	2	1	28	2196	0	0
6.281	1	1	629	2	1	28	2196	0	0
6.291	1	1	630	2	1	28	2196	0	0
6.301	1	1	631	2	1	28	2196	0	0
6.311	1	1	632	2	1	28	2196	0	0
6.321	1	1	633	2	1	28	2196	0	0
6.331	1	1	634	2	1	28	2196	0	0
6.341	1	1	635	2	1	28	2196	0	0
6.351	1	1	636	2	1	28	2196	0	0
6.361	1	1	637	2	1	28	2196	0	0
6.371	1	1	638	2	1	28	2196	0	0
6.381	1	1	639	2	1	28	2196	0	0
6.391	1	1	640	2	1	28	2196	0	0
6.401	1	1	641	2	1	28	2196	0	0
6.411	1	1	642	2	1	28	2196	0	0
6.421	1	1	643	2	1	28	2196	0	0
6.431	1	1	644	2	1	28	2196	0	0
6.441	1	1	645	2	1	28	2196	0	0
6.451	1	1	646	2	1	28	2196	0	0
6.461	1	1	647	2	1	28	2196	0	0
6.471	1	1	648	2	1	28	2196	0	0
6.481	1	1	649	2	1	28	2196	0	0
6.491	1	1	650	2	1	28	2196	0	0
6.501	1	1	651	2	1	28	2196	0	0
6.511	1	1	652	2	1	28	2196	0	0
6.521	1	1	653	2	1	28	2196	0	0
6.531	1	1	654	2	1	28	2196	0	0
6.541	1	1	655	2	1	28	2196	0	0
6.551	1	1	656	2	1	28	2196	0	0
6.561	1	1	657	2	1	28	2196	0	0
6.571	1	1	658	2	1	28	2196	0	0
6.581	1	1	659	2	1	28	2196	0	0
6.591	1	1	660	2	1	28	2196	0	0
6.601	1	1	661	2	1	28	2196	0	0
6.611	1	1	662	2	1	28	2196	0	0
6.621	1	1	663	2	1	28	2196	0	0
6.631	1	1	664	2	1	28	2196	0	0
6.641	1	1	665	2	1	28	2196	0	0
6.651	1	1	666	2	1	28	2196	0	0
6.661	1	1	667	2	1	28	2196	0	0
6.671	1	1	668	2	1	28	2196	0	0
6.681	1	1	669	2	1	28	2196	0	0
6.691	1	1	670	2	1	28	2196	0	0
6.701	1	1	671	2	1	28	2196	0	0
6.711	1	1	672	2	1	28	2196	0	0
6.721	1	1	673	2	1	28	2196	0	0
6.731	1	1	674	2	1	28	2196	0	0
6.741	1	1	675	2	1	28	2196	0	0
6.751	1	1	676	2	1	28	2196	0	0
6.761	1	1	677	2	1	28	2196	0	0
6.771	1	1	678	2	1	28	2196	0	0
6.781	1	1	679	2	1	28	2196	0	0
6.791	1	1	680	2	1	28	2196	0	0
6.801	1	1	681	2	1	28	2196	0	0
6.811	1	1	682	2	1	28	2196	0	0
6.821	1	1	683	2	1	28	2196	0	0
6.831	1	1	684	2	1	28	2196	0	0
6.841	1	1	685	2	1	28	2196	0	0
6.851	1	1	686	2	1	28	2196	0	0
6.861	1	1	687	2	1	28	2196	0	0
6.871	1	1	688	2	1	28	2196	0	0
6.881	1	1	689	2	1	28	2196	0	0
6.891	1	1	690	2	1	28	2196	0	0
6.901	1	1	691	2	1	28	2196	0	0
6.911	1	1	692	2	1	28	2196	0	0
6.921	1	1	693	2	1	28	2196	0	0
6.931	1	1	694	2	1	28	2196	0	0
6.941	1	1	695	2	1	28	2196	0	0
6.951	1	1	696	2	1	28	2196	0	0
6.961	1	1	697	2	1	28	2196	0	0
6.971	1	1	698	2	1	28	2196	0	0
6.981	1	1	699	2	1	28	2196	0	0
6.991	1	1	700	2	1	28	2196	0	0
7.001	1	1	701	2	1	28	2196	0	0
7.011	1	1	702	2	1	28	2196	0	0
7.021	1	1	703	2	1	28	2196	0	0
7.031	1	1	704	2	1	28	2196	0	0
7.041	1	1	705	2	1	28	2196	0	0
7.051	1	1	706	2	1	28	2196	0	0
7.061	1	1	707	2	1	28	2196	0	0
7.071	1	1	708	2	1	28	2196	0	0
7.081	1	1	709	2	1	28	2196	0	0
7.091	1	1	710	2	1	28	2196	0	0
7.101	1	1	711	2	1	28	2196	0	0
7.111	1	1	712	2	1	28	2196	0	0
7.121	1	1	713	2	1	28	2196	0	0
7.131	1	1	714	2	1	28	2196	0	0
7.141	1	1	715	2	1	28	2196	0	0
7.151	1	1	716	2	1	28	2196	0	0
7.161	1	1	717	2	1	28	2196	0	0
7.171	1	1	718	2	1	28	2196	0	0
7.181	1	1	719	2	1	28	2196	0	0
7.191	1	1	720	2	1	28	2196	0	0
7.201	1	1	721	2	1	28	2196	0	0
7.211	1	1	722	2	1	28	2196	0	0
7.221	1	1	723	2	1	28	2196	0	0
7.231	1	1	724	2	1	28	2196	0	0
7.241	1	1	725	2	1	28	2196	0	0
7.251	1	1	726	2	1	28	2196	0	0
7.261	1	1	727	2	1	28	2196	0	0
7.271	1	1	728	2	1	28	2196	0	0
7.281	1	1	729	2	1	28	2196	0	0
7.291	1	1	730	2	1	28	2196	0	0
7.301	1	1	731	2	1	28	2196	0	0
7.311	1	1	732	2	1	28	2196	0	0
7.321	1	1	733	2	1	28	2196	0	0
7.331	1	1	734	2	1	28	2196	0	0
7.341	1	1	735	2	1	28	2196	0	0
7.351	1	1	736	2	1	28	2196	0	0
7.361	1	1	737	2	1	28	2196	0	0
7.371	1	1	738	2	1	28	2196	0	0
7.381	1	1	739	2	1	28	2196	0	0
7.391	1	1	740	2	1	28	2196	0	0
7.401	1	1	741	2	1	28	2196	0	0
7.411	1	1	742	2	1	28	2196	0	0
7.421	1	1	743	2	1	28	2196	0	0
7.431	1	1	744	2	1	28	2196	0	0
7.441	1	1	745	2	1	28	2196	0	0
7.451	1	1	746	2	1	28	2196	0	0
7.461	1	1	747	2	1	28	2196	0	0
7.471	1	1	748	2	1	28	2196	0	0
7.481	1	1	749	2	1	28	2196	0	0
7.491	1	1	750	2	1	28	2196	0	0
7.501	1	1	751	2	1	28	2196	0	0
7.511	1	1	752	2	1	28	2196	0	0
7.521	1	1	753	2	1	28	2196	0	0
7.531	1	1	754	2	1	28	2196	0	0
7.541	1	1	755	2	1	28	2196	0	0
7.551	1	1	756	2	1	28	2196	0	0
7.561	1	1	757	2	1	28	2196	0	0
7.571	1	1	758	2	1	28	2196	0	0
7.581	1	1	759	2	1	28	2196	0	0
7.591	1	1	760	2	1	28	2196	0	0
7.601	1	1	761	2	1	28	2196	0	0
7.611	1	1	762	2	1	28	2196	0	0
7.621	1	1	763	2	1	28	2196	0	0
7.631	1	1	764	2	1	28	2196	0	0
7.641	1	1	765	2	1	28	2196	0	0
7.651	1	1	766	2	1	28	2196	0	0
7.661	1	1	767	2	1	28	2196	0	0
7.671	1	1	768	2	1	28	2196	0	0
7.681	1	1	769	2	1	28	2196	0	0
7.691	1	1	770	2	1	28	2196	0	0
7.701	1	1	771	2	1	28	2196	0	0
7.711	1	1	772	2	1	28	2196	0	0
7.721	1	1	773	2	1	28	2196	0	0
7.731	1	1	774	2	1	28	2196	0	0
7.741	1	1	775	2	1	28	2196	0	0
7.751	1	1	776	2	1	28	2196	0	0
7.761	1	1	777	2	1	28	2196	0	0
7.771	1	1	778	2	1	28	2196	0	0
7.781	1	1	779	2	1	28	2196	0	0
7.791	1	1	780	2	1	28	2196	0	0
7.801	1	1	781	2	1	28	2196	0	0
7.811	1	1	782	2	1	28	2196	0	0
7.821	1	1	783	2	1	28	2196	0	0
7.831	1	1	784	2	1	28	2196	0	0
7.841	1	1	785	2	1	28	2196	0	0
7.851	1	1	786	2	1	28	2196	0	0
7.861	1	1	787	2	1	28	2196	0	0
7.871	1	1	788	2	1	28	2196	0	0
7.881	1	1	789	2	1	28	2196	0	0
7.891	1	1	790	2	1	28	2196	0	0
7.901	1	1	791	2	1	28	2196	0	0
7.911	1	1	792	2	1	28	2196	0	0
7.921	1	1	793	2	1	28	2196	0	0
7.931	1	1	794	2	1	28	2196	0	0
7.941	1	1	795	2	1	28	2196	0	0
7.951	1	1	796	2	1	28	2196	0	0
7.961	1	1	797	2	1	28	2196	0	0
7.971	1	1	798	2	1	28	2196	0	0
7.981	1	1	799	2	1	28	2196	0	0
7.991	1	1	800	2	1	28	2196	0	0
8.001	1	1	801	2	1	28	2196	0	0
8.011	1	1	802	2	1	28	2196	0	0
8.021	1	1	803	2	1	28	2196	0	0
8.031	1	1	804	2	1	28	2196	0	0
8.041	1	1	805	2	1	28	2196	0	0
8.051	1	1	806	2	1	28	2196	0	0
8.061	1	1	807	2	1	28	2196	0	0
8.071	1	1	808	2	1	28	2196	0	0
8.081	1	1	809	2	1	28	2196	0	0
8.091	1	1	810	2	1	28	2196	0	0
8.101	1	1	811	2	1	28	2196	0	0
8.111	1	1	812	2	1	28	2196	0	0
8.121	1	1	813	2	1	28	2196	0	0
8.131	1	1	814	2	1	28	2196	0	0
8.141	1	1	815	2	1	28	2196	0	0
8.151	1	1	816	2	1	28	2196	0	0
8.161	1	1	817	2	1	28	2196	0	0
8.171	1	1	818	2	1	28	2196	0	0
8.181	1	1	819	2	1	28	2196	0	0
8.191	1	1	820	2	1	28	2196	0	0
8.201	1	1	821	2	1	28	2196	0	0
8.211	1	1	822	2	1	28	2196	0	0
8.221	1	1	823	2	1	28	2196	0	0
8.231	1	1	824	2	1	28	2196	0	0
8.241	1	1	825	2	1	28	2196	0	0
8.251	1	1	826	2	1	28	2196	0	0
8.261	1	1	827	2	1	28	2196	0	0
8.271	1	1	828	2	1	28	2196	0	0
8.281	1	1	829	2	1	28	2196	0	0
8.291	1	1	830	2	1	28	2196	0	0
8.301	1	1	831	2	1	28	2196	0	0
8.311	1	1	832	2	1	28	2196	0	0
8.321	1	1	833	2	1	28	2196	0	0
8.331	1	1	834	2	1	28	2196	0	0
8.341	1	1	835	2	1	28	2196	0	0
8.351	1	1	836	2	1	28	2196	0	0
8.361	1	1	837	2	1	28	2196	0	0
8.371	1	1	838	2	1	28	2196	0	0
8.381	1	1	839	2	1	28	2196	0	0
8.391	1	1	840	2	1	28	2196	0	0
8.401	1	1	841	2	1	28	2196	0	0
8.411	1	1	842	2	1	28	2196	0	0
8.421	1	1	843	2	1	28	2196	0	0
8.431	1	1	844	2	1	28	2196	0	0
8.441	1	1	845	2	1	28	2196	0	0
8.451	1	1	846	2	1	28	2196	0	0
8.461	1	1	847	2	1	28	2196	0	0
8.471	1	1	848	2	1	28	2196	0	0
8.481	1	1	849	2	1	28	2196	0	0
8.491	1	1	850	2	1	28	2196	0	0
8.501	1	1	851	2	1	28	2196	0	0
8.511	1	1	852	2	1	28	2196	0	0
8.521	1	1	853	2	1	28	2196	0	0
8.531	1	1	854	2	1	28	2196	0	0
8.541	1	1	855	2	1	28	2196	0	0
8.551	1	1	856	2	1	28	2196	0	0
8.561	1	1	857	2	1	28	2196	0	0
8.571	1	1	858	2	1	28	2196	0	0
8.581	1	1	859	2	1	28	2196	0	0
8.591	1	1	860	2	1	28	2196	0	0
8.601	1	1	861	2	1	28	2196	0	0
8.611	1	1	862	2	1	28	2196	0	0
8.621	1	1	863	2	1	28	2196	0	0
8.631	1	1	864	2	1	28	2196	0	0
8.641	1	1	865	2	1	28	2196	0	0
8.651	1	1	866	2	1	28	2196	0	0
8.661	1	1	867	2	1	28	2196	0	0
8.671	1	1	868	2	1	28	2196	0	0
8.681	1	1	869	2	1	28	2196	0	0
8.691	1	1	870	2	1	28	2196	0	0
8.701	1	1	871	2	1	28	2196	0	0
8.711	1	1	872	2	1	28	2196	0	0
8.721	1	1	873	2	1	28	2196	0	0
8.731	1	1	874	2	1	28	2196	0	0
8.741	1	1	875	2	1	28	2196	0	0
8.751	1	1	876	2	1	28	2196	0	0
8.761	1	1	877	2	1	28	2196	0	0
8.771	1	1	878	2	1	28	2196	0	0
8.781	1	1	879	2	1	28	2196	0	0
8.791	1	1	880	2	1	28	2196	0	0
8.801	1	1	881	2	1	28	2196	0	0
8.811	1	1	882	2	1	28	2196	0	0
8.821	1	1	883	2	1	28	2196	0	0
8.831	1	1	884	2	1	28	2196	0	0
8.841	1	1	885	2	1	28	2196	0	0
8.851	1	1	886	2	1	28	2196	0	0
8.861	1	1	887	2	1	28	2196	0	0
8.871	1	1	888	2	1	28	2196	0	0
8.881	1	1	889	2	1	28	2196	0	0
8.891	1	1	890	2	1	28	2196	0	0
8.901	1	1	891	2	1	28	2196	0	0
8.911	1	1	892	2	1	28	2196	0	0
8.921	1	1	893	2	1	28	2196	0	0
8.931	1	1	894	2	1	28	2196	0	0
8.941	1	1	895	2	1	28	2196	0	0
8.951	1	1	896	2	1	28	2196	0	0
8.961	1	1	897	2	1	28	2196	0	0
8.971	1	1	898	2	1	28	2196	0	0
8.981	1	1	899	2	1	28	2196	0	0
8.991	1	1	900	2	1	28	2196	0	0
9.001	1	1	901	2	1	28	2196	0	0
9.011	1	1	902	2	1	28	2196	0	0
9.021	1	1	903	2	1	28	2196	0	0
9.031	1	1	904	2	1	28	2196	0	0
9.041	1	1	905	2	1	28	2196	0	0
9.051	1	1	906	2	1	28	2196	0	0
9.061	1	1	907	2	1	28	2196	0	0
9.071	1	1	908	2	1	28	2196	0	0
9.081	1	1	909	2	1	28	2196	0	0
9.091	1	1	910	2	1	28	2196	0	0
9.101	1	1	911	2	1	28	2196	0	0
9.111	1	1	912	2	1	28	2196	0	0
9.121	1	1	913	2	1	28	2196	0	0
9.131	1	1	914	2	1	28	2196	0	0
9.141	1	1	915	2	1	28	2196	0	0
9.151	1	1	916	2	1	28	2196	0	0
9.161	1	1	917	2	1	28	2196	0	0
9.171	1	1	918	2	1	28	2196	0	0
9.181	1	1	919	2	1	28	2196	0	0
9.191	1	1	920	2	1	28	2196	0	0
9.201	1	1	921	2	1	28	2196	0	0
9.211	1	1	922	2	1	28	2196	0	0
9.221	1	1	923	2	1	28	2196	0	0
9.231	1	1	924	2	1	28	2196	0	0
9.241	1	1	925	2	1	28	2196	0	0
9.251	1	1	926	2	1	28	2196	0	0
9.261	1	1	927	2	1	28	2196	0	0
9.271	1	1	928	2	1	28	2196	0	0
9.281	1	1	929	2	1	28	2196	0	0
9.291	1	1	930	2	1	28	2196	0	0
9.301	1	1	931	2	1	28	2196	0	0
9.311	1	1	932	2	1	28	2196	0	0
9.321	1	1	933	2	1	28	2196	0	0
9.331	1	1	934	2	1	28	2196	0	0
9.341	1	1	935	2	1	28	2196	0	0
9.351	1	1	936	2	1	28	2196	0	0
9.361	1	1	937	2	1	28	2196	0	0
9.371	1	1	938	2	1	28	2196	0	0
9.381	1	1	939	2	1	28	2196	0	0
9.391	1	1	940	2	1	28	2196	0	0
9.401	1	1	941	2	1	28	2196	0	0
9.411	1	1	942	2	1	28	2196	0	0
9.421	1	1	943	2	1	28	2196	0	0
9.431	1	1	944	2	1	28	2196	0	0
9.441	1	1	945	2	1	28	2196	0	0
9.451	1	1	946	2	1	28	2196	0	0
9.461	1	1	947	2	1	28	2196	0	0
9.471	1	1	948	2	1	28	2196	0	0
9.481	1	1	949	2	1	28	2196	0	0
9.491	1	1	950	2	1	28	2196	0	0
9.501	1	1	951	2	1	28	2196	0	0
9.511	1	1	952	2	1	28	2196	0	0
9.521	1	1	953	2	1	28	2196	0	0
9.531	1	1	954	2	1	28	2196	0	0
9.541	1	1	955	2	1	28	2196	0	0
9.551	1	1	956	2	1	28	2196	0	0
9.561	1	1	957	2	1	28	2196	0	0
9.571	1	1	958	2	1	28	2196	0	0
9.581	1	1	959	2	1	28	2196	0	0
9.591	1	1	960	2	1	28	2196	0	0
9.601	1	1	961	2	1	28	2196	0	0
9.611	1	1	962	2	1	28	2196	0	0
9.621	1	1	963	2	1	28	2196	0	0
9.631	1	1	964	2	1	28	2196	0	0
9.641	1	1	965	2	1	28	2196	0	0
9.651	1	1	966	2	1	28	2196	0	0
9.661	1	1	967	2	1	28	2196	0	0
9.671	1	1	968	2	1	28	2196	0	0
9.681	1	1	969	2	1	28	2196	0	0
9.691	1	1	970	2	1	28	2196	0	0
9.701	1	1	971	2	1	28	2196	0	0
9.711	1	1	972	2	1	28	2196	0	0
9.721	1	1	973	2	1	28	2196	0	0
9.731	1	1	974	2	1	28	2196	0	0
9.741	1	1	975	2	1	28	2196	0	0
9.751	1	1	976	2	1	28	2196	0	0
9.761	1	1	977	2	1	28	2196	0	0
9.771	1	1	978	2	1	28	2196	0	0
9.781	1	1	979	2	1	28	2196	0	0
9.791	1	1	980	2	1	28	2196	0	0
9.801	1	1	981	2	1	28	2196	0	0
9.811	1	1	982	2	1	28	2196	0	0
9.821	1	1	983	2	1	28	2196	0	0
9.831	1	1	984	2	1	28	2196	0	0
9.841	1	1	985	2	1	28	2196	0	0
9.851	1	1	986	2	1	28	2196	0	0
9.861	1	1	987	2	1	28	2196	0	0
9.871	1	1	988	2	1	28	2196	0	0
9.881	1	1	989	2	1	28	2196	0	0
9.891	1	1	990	2	1	28	2196	0	0
9.901	1	1	991	2	1	28	2196	0	0
9.911	1	1	992	2	1	28	2196	0	0
9.921	1	1	993	2	1	28	2196	0	0
9.931	1	1	994	2	1	28	2196	0	0
9.941	1	1	995	2	1	28	2196	0	0
9.951	1	1	996	2	1	28	2196	0	0
9.961	1	1	997	2	1	28	2196	0	0
9.971	1	1	998	2	1	28	2196	0	0
9.981	1	1	999	2	1	28	2196	0	0
9.991	1	1	1000	2	1	28	2196	0	0
10.001	1	1	1001	2	1	28	2196	0	0
10.011	1	1	1002	2	1	28	2196	0	0
10.021	1	1	1003	2	1	28	2196	0	0
10.031	1	1	1004	2	1	28	2196	0	0
10.041	1	1	1005	2	1	28	2196	0	0
10.051	1	1	1006	2	1	28	2196	0	0
10.061	1	1	1007	2	1	28	2196	0	0
10.071	1	1	1008	2	1	28	2196	0	0
10.081	1	1	1009	2	1	28	2196	0	0
10.091	1	1	1010	2	1	28	2196	0	0
10.101	1	1	1011	2	1	28	2196	0	0
10.111	1	1	1012	2	1	28	2196	0	0
10.121	1	1	1013	2	1	28	2196	0	0
10.131	1	1	1014	2	1	28	2196	0	0
10.141	1	1	1015	2	1	28	2196	0	0
10.151	1	1	1016	2	1	28	2196	0	0
10.161	1	1	1017	2	1	28	2196	0	0
10.171	1	1	1018	2	1	28	2196	0	0
10.181	1	1	1019	2	1	28	2196	0	0
10.191	1	1	1020	2	1	28	2196	0	0
10.201	1	1	1021	2	1	28	2196	0	0
10.211	1	1	1022	2	1	28	2196	0	0
10.221	1	1	1023	2	1	28	2196	0	0
10.231	1	1	1024	2	1	28	2196	0	0
10.241	1	1	1025	2	1	28	2196	0	0
10.251	1	1	1026	2	1	28	2196	0	0
10.261	1	1	1027	2	1	28	2196	0	0
10.271	1	1	1028	2	1	28	2196	0	0
10.281	1	1	1029	2	1	28	2196	0	0
10.291	1	1	1030	2	1	28	2196	0	0
10.301	1	1	1031	2	1	28	2196	0	0
10.311	1	1	1032	2	1	28	2196	0	0
10.321	1	1	1033	2	1	28	2196	0	0
10.331	1	1	1034	2	1	28	2196	0	0
10.341	1	1	1035	2	1	28	2196	0	0
10.351	1	1	1036	2	1	28	2196	0	0
10.361	1	1	1037	2	1	28	2196	0	0
10.371	1	1	1038	2	1	28	2196	0	0
10.381	1	1	1039	2	1	28	2196	0	0
10.391	1	1	1040	2	1	28	2196	0	0
10.401	1	1	1041	2	1	28	2196	0	0
10.411	1	1	1042	2	1	28	2196	0	0
10.421	1	1	1043	2	1	28	2196	0	0
10.431	1	1	1044	2	1	28	2196	0	0
10.441	1	1	1045	2	1	28	2196	0	0
10.451	1	1	1046	2	1	28	2196	0	0
10.461	1	1	1047	2	1	28	2196	0	0
10.471	1	1	1048	2	1	28	2196	0	0
10.481	1	1	1049	2	1	28	2196	0	0
10.491	1	1	1050	2	1	28	2196	0	0
10.501	1	1	1051	2	1	28	2196	0	0
10.511	1	1	1052	2	1	28	2196	0	0
10.521	1	1	1053	2	1	28	2196	0	0
10.531	1	1	1054	2	1	28	2196	0	0
10.541	1	1	1055	2	1	28	2196	0	0
10.551	1	1	1056	2	1	28	2196	0	0
10.561	1	1	1057	2	1	28	2196	0	0
10.571	1	1	1058	2	1	28	2196	0	0
10.581	1	1	1059	2	1	28	2196	0	0
10.591	1	1	1060	2	1	28	2196	0	0
10.601	1	1	1061	2	1	28	2196	0	0
10.611	1	1	1062	2	1	28	2196	0	0
10.621	1	1	1063	2	1	28	2196	0	0
10.631	1	1	1064	2	1	28	2196	0	0
10.641	1	1	1065	2	1	28	2196	0	0
10.651	1	1	1066	2	1	28	2196	0	0
10.661	1	1	1067	2	1	28	2196	0	0
10.671	1	1	1068	2	1	28	2196	0	0
10.681	1	1	1069	2	1	28	2196	0	0
10.691	1	1	1070	2	1	28	2196	0	0
10.701	1	1	1071	2	1	28	2196	0	0
10.711	1	1	1072	2	1	28	2196	0	0
10.721	1	1	1073	2	1	28	2196	0	0
10.731	1	1	1074	2	1	28	2196	0	0
10.741	1	1	1075	2	1	28	2196	0	0
10.751	1	1	1076	2	1	28	2196	0	0
10.761	1	1	1077	2	1	28	2196	0	0
10.771	1	1	1078	2	1	28	2196	0	0
10.781	1	1	1079	2	1	28	2196	0	0
10.791	1	1	1080	2	1	28	2196	0	0
10.801	1	1	1081	2	1	28	2196	0	0
10.811	1	1	1082	2	1	28	2196	0	0
10.821	1	1	1083	2	1	28	2196	0	0
10.831	1	1	1084	2	1	28	2196	0	0
10.841	1	1	1085	2	1	28	2196	0	0
10.851	1	1	1086	2	1	28	2196	0	0
10.861	1	1	1087	2	1	28	2196	0	0
10.871	1	1	1088	2	1	28	2196	0	0
10.881	1	1	1089	2	1	28	2196	0	0
10.891	1	1	1090	2	1	28	2196	0	0
10.901	1	1	1091	2	1	28	2196	0	0
10.911	1	1	1092	2	1	28	2196	0	0
10.921	1	1	1093	2	1	28	2196	0	0
10.931	1	1	1094	2	1	28	2196	0	0
10.941	1	1	1095	2	1	28	2196	0	0
10.951	1	1	1096	2	1	28	2196	0	0
10.961	1	1	1097	2	1	28	2196	0	0
10.971	1	1	1098	2	1	28	2196	0	0
10.981	1	1	1099	2	1	28	2196	0	0
10.991	1	1	1100	2	1	28	2196	0	0
11.001	1	1	1101	2	1	28	2196	0	0
11.011	2	1	1102	2	1	28	2196	0	0
11.021	2	1	1103	2	1	28	2196	0	0
11.031	2	1	1104	2	1	28	2196	0	0
11.041	2	1	1105	2	1	28	2196	0	0
11.051	2	1	1106	2	1	28	2196	0	0
11.061	2	1	1107	2	1	28	2196	0	0
11.071	2	1	1108	2	1	28	2196	0	0
11.081	2	1	1109	2	1	28	2196	0	0
11.091	2	1	1110	2	1	28	2196	0	0
11.101	2	1	1111	2	1	28	2196	0	0
11.111	2	1	1112	2	1	28	2196	0	0
11.121	2	1	1113	2	1	28	2196	0	0
11.131	2	1	1114	2	1	28	2196	0	0
11.141	2	1	1115	2	1	28	2196	0	0
11.151	2	1	1116	2	1	28	2196	0	0
11.161	2	1	1117	2	1	28	2196	0	0
11.171	2	1	1118	2	1	28	2196	0	0
11.181	2	1	1119	2	1	28	2196	0	0
11.191	2	1	1120	2	1	28	2196	0	0
11.201	2	1	1121	2	1	28	2196	0	0
11.211	2	1	1122	2	1	28	2196	0	0
11.221	2	1	1123	2	1	28	2196	0	0
11.231	2	1	1124	2	1	28	2196	0	0
11.241	2	1	1125	2	1	28	2196	0	0
11.251	2	1	1126	2	1	28	2196	0	0
11.261	2	1	1127	2	1	28	2196	0	0
11.271	2	1	1128	2	1	28	2196	0	0
11.281	2	1	1129	2	1	28	2196	0	0
11.291	2	1	1130	2	1	28	2196	0	0
11.301	2	1	1131	2	1	28	2196	0	0
11.311	2	1	1132	2	1	28	2196	0	0
11.321	2	1	1133	2	1	28	2196	0	0
11.331	2	1	1134	2	1	28	2196	0	0
11.341	2	1	1135	2	1	28	2196	0	0
11.351	2	1	1136	2	1	28	2196	0	0
11.361	2	1	1137	2	1	28	2196	0	0
11.371	2	1	1138	2	1	28	2196	0	0
11.381	2	1	1139	2	1	28	2196	0	0
11.391	2	1	1140	2	1	28	2196	0	0
11.401	2	1	1141	2	1	28	2196	0	0
11.411	2	1	1142	2	1	28	2196	0	0
11.421	2	1	1143	2	1	28	2196	0	0
11.431	2	1	1144	2	1	28	2196	0	0
11.441	2	1	1145	2	1	28	2196	0	0
11.451	2	1	1146	2	1	28	2196	0	0
11.461	2	1	1147	2	1	28	2196	0	0
11.471	2	1	1148	2	1	28	2196	0	0
11.481	2	1	1149	2	1	28	2196	0	0
11.491	2	1	1150	2	1	28	2196	0	0
11.501	2	1	1151	2	1	28	2196	0	0
11.511	2	1	1152	2	1	28	2196	0	0
11.521	2	1	1153	2	1	28	2196	0	0
11.531	2	1	1154	2	1	28	2196	0	0
11.541	2	1	1155	2	1	28	2196	0	0
11.551	2	1	1156	2	1	28	2196	0	0
11.561	2	1	1157	2	1	28	2196	0	0
11.571	2	1	1158	2	1	28	2196	0	0
11.581	2	1	1159	2	1	28	2196	0	0
11.591	2	1	1160	2	1	28	2196	0	0
11.601	2	1	1161	2	1	28	2196	0	0
11.611	2	1	1162	2	1	28	2196	0	0
11.621	2	1	1163	2	1	28	2196	0	0
11.631	2	1	1164	2	1	28	2196	0	0
11.641	2	1	1165	2	1	28	2196	0	0
11.651	2	1	1166	2	1	28	2196	0	0
11.661	2	1	1167	2	1	28	2196	0	0
11.671	2	1	1168	2	1	28	2196	0	0
11.681	2	1	1169	2	1	28	2196	0	0
11.691	2	1	1170	2	1	28	2196	0	0
11.701	2	1	1171	2	1	28	2196	0	0
11.711	2	1	1172	2	1	28	2196	0	0
11.721	2	1	1173	2	1	28	2196	0	0
11.731	2	1	1174	2	1	28	2196	0	0
11.741	2	1	1175	2	1	28	2196	0	0
11.751	2	1	1176	2	1	28	2196	0	0
11.761	2	1	1177	2	1	28	2196	0	0
11.771	2	1	1178	2	1	28	2196	0	0
11.781	2	1	1179	2	1	28	2196	0	0
11.791	2	1	1180	2	1	28	2196	0	0
11.801	2	1	1181	2	1	28	2196	0	0
11.811	2	1	1182	2	1	28	2196	0	0
11.821	2	1	1183	2	1	28	2196	0	0
11.831	2	1	1184	2	1	28	2196	0	0
11.841	2	1	1185	2	1	28	2196	0	0
11.851	2	1	1186	2	1	28	2196	0	0
11.861	2	1	1187	2	1	28	2196	0	0
11.871	2	1	1188	2	1	28	2196	0	0
11.881	2	1	1189	2	1	28	2196	0	0
11.891	2	1	1190	2	1	28	2196	0	0
11.901	2	1	1191	2	1	28	2196	0	0
11.911	2	1	1192	2	1	28	2196	0	0
11.921	2	1	1193	2	1	28	2196	0	0
11.931	2	1	1194	2	1	28	2196	0	0
11.941	2	1	1195	2	1	28	2196	0	0
11.951	2	1	1196	2	1	28	2196	0	0
11.961	2	1	1197	2	1	28	2196	0	0
11.971	2	1	1198	2	1	28	2196	0	0
11.981	2	1	1199	2	1	28	2196	0	0
11.991	2	1	1200	2	1	28	2196	0	0
12.001	2	1	1201	2	1	28	2196	0	0
12.011	2	1	1202	2	1	28	2196	0	0
12.021	2	1	1203	2	1	28	2196	0	0
12.031	2	1	1204	2	1	28	2196	0	0
